labels	text
0	my little baby deer following me around in dalaran says &quot;unknown is pet&quot; . and then wow crashed. i guess i should get up anyway.
1	na thats miilion dolla hollas mixtape
0	why am i still awake! ugh i am going to hate myself in the morning! whatever, if anyone is awake feel free to text me ha.
1	because md doesn not have southern rappers. others even re-did sweet home alabama into a rap version!
1	hey, drop me a line when he gets here.i would love to cover it for the news.
0	- ''it is amazing, so amazing . . .&quot; - my heart hurts though, sad - haha. ox
0	i need an icecream but i have no money
0	susan should have won.
1	great start india!
0	don not feel like doing any hw, omg. hw sux! many many more. cries.
1	thanks for reading it! #20boysummer
1	yeah, hopefully can do baby time you, werny and i should all hang out for a bit, will be lovely to see you
0	why hasnt newcastle been on britains got talent yet! i wannaaa seeee it!
0	hmmm. looks like going out for coffee and cake was too much yesturday on top of saturday anyway never mind got tea and laptop
1	well, you are sitting next to me.
1	just got sims 3 for iphone. very good. gives me something to do when the weather is bad. which is 95% of the year in ireland.
0	gettin ready to go out in the rain
1	i know right wth! xd they have already got 522,806 views on youtube at least we got in the top 5
0	apparently the sun won not arrive here tomorrow either heavy rain showers predicted for a place that is ordinarily boiling!
1	i knew there was a reason i kept away from melbourne this weekend
1	time to get off twitter and finish biol! so clooooose night peoples!
1	on the way to dynamo already. dj dice forgot his serato box and red + meth wanna do a soundcheck.hehe need my box now.
0	also pretty damn creepy balloon floating through theater mid movie. tim curry in clown make up sure to follow.
0	another sleepless night.ughhhhh.
1	going to backup my imac, then install windows 7 on it. i miss msn.
0	i hate the rain. when will it stop!
0	in a lot of pain now. uhh i want these three weeks to go by fast! this sucks. looks like no ny for me.
1	luv you guys! i am still voting and ktbspa! u guys r amazing luv, krista #bsb
1	god mat fint ställe (nice place good food)
1	thanks , , and for the #followfriday props. much appreciated!
1	that is not an idea, that is a twist. manoj n shyamamamalan
1	as long as you don not love spiritual darkness you are okay. when is the last time you had your eyes checked! may be eyestrain.
0	exhausted, tired, and restless. i need a break and i mean it.
0	went home at 9 to change outta work clothes before going to the rock show. just woke up on couch.
0	.everything is fucked up and messed up, quiet confusing!
0	that happens to me all. the. time. it is the worst!
0	i lost. oh well.
1	no way.thats awesome
0	oh man. i don not know if we can go that day. a bunch of relatives will be in town cuz katie is party is the next day
1	thanks hehe jk
1	going out with courtney
1	honey we already know your position. up!
1	megan i love your stile! i would like to be like u shia i dreamed of you last night xdxd it was weird o.o
1	thanx for everything jessica hope everything is well -your friend chris
0	has a sore throat and a lot of studying to do before 1:00
0	i wish i could be in dallas right now. well not just right now , i wish i could be there for the rest of my life. im so sad
1	what a surprise: he already came back yesterday but my leg is still numb. i think i have to go to the doctor
1	sure, rub in the fact that you have made it to the second cup. re:
0	i am really really upset. there is nothing that could make me better. well, one thing. but that would take a miracle.
0	ooh jealous! i need to get some new yarn. i missed the swapshop yesterday
0	i love mythology too.but, no.guess i have the bad habit of sticking to mainstream titles always
1	haha! want are you talking about! ha. i haven not even seen mercial. yah! i got the up app
0	i need to study alr. yes adam is voice is too amazing! haha.
0	i wish my dad looked like santa
0	just met &amp; ! now otw to get demank then airport don not wanna go back! x
1	oh well, seeing as i have been (5,4,3,2,1.finger click!) wide awake since 5:21am.my squoval nails are perfectly manicured. bonus time
0	ugh these lyrics &quot;funny the way it is whether right or wrong, a soldiers last breath and his baby is being born&quot;
1	what a precious night - good music, great food, and a huge thumbs up on the homemade coconut cream cake.
0	is useless - absolutely useless today - taking 20 mins to send a twit - i am going - will clean my room - or do something else
0	man, work is boooorrrinngg someone txt me.
0	the venice place called me back, but it is actually on venice by lincoln.
0	argh! such a shame to have that happen due to factors outside your control
0	at nation is in berkeley so i can avoid the traffic home. i am gonna get fat
0	you should have taken a moment to know exactly who/what you were insulting;that is the kind of behavior that drags twitter down
1	say it back to him! if he can dish it out, he can take it back
1	take good care n rest well!
0	sorry to hear that can you please write our heroes and explain! we would love to help!
0	i have one of the logitech left handed mice (mouses!) i wish more hardware was available for lefties. (like a nostromo.)
0	wishes he could play wii golf with friends too
1	need to do homework. can not wait for lvatt. im gonna mention lvatt in evry tweet until i actually get lvatt. so yeh. lvatt
1	. well due to tv which often disregards human rights, everyone now knows about her
0	also: holy crap, the house of and is being evicted!
0	finally. packing packing and more packing we r packing i hate moving
1	good night tweeties and remember: &quot;don not cry because it is over, smile because it happened.&quot; ~ dr. seuss via &lt;good nite
0	hmmmm i wanted to be on the conference call. i guess i will just go home then
1	you are e i know you can.never give up on your dreams
1	happy friday all! so ready for a long weekend. not quite awake-think i will have an iced white mocha from sb this am to get me going! yum!
0	: laundry stinks sum guy got robbed up the street last time we were here. tip: reply with 'leave id10t2u' to turn off update .
1	yeah! totally! thanks as always for a retweet!
0	i am sowwyy
1	hey avril. another follower for you hun. jason was right, mmmm pretty
0	stuck inside. stupid rain
0	half term is almost over
1	if you help mayb i will be able to watch it
0	misses writing while drinking
0	my sleepy meds kicked in i will miss conan. oh well.
1	yeah. shiro was the one we thought would die or something because she was so ill. thanks!
1	moving in a new direction helps you find new cheese!
0	my lunch wasn not that great either.
0	school must start again. i am so sad in a little while i won not be able to twitter.
0	woot i am fully weight bearing on the leg, but apparently its forgotten how to walk
1	is a ceo,entrepreneur,author,international speaker, fengshui expert,stock investor,blogger, twitterer.&amp; many more! (follow her!
1	ha, that looks really cool! you know, in my head i still call you &quot;catawungus&quot;
0	how cannn!! don not hate me. i am sorry. i will unregister myself. i am but a worm
0	azhar is back in singapore! i miss him badly still
0	i hate you. i am eating a granola bar and using my awesome imagination to pretend i am eating a chicken &amp; fig salad. delicious
1	got a day off tomorrow yayy
0	i hate my posture
1	sam is sleeping, and im playing sims3 if you want i will join but not now maybe tonight
0	oh: o man im ballin at this fresh prince series finale
1	finally in oregon! omg! yay! tiredness. good night.
0	i wish scholarship searches were easier.
1	i know! is in the only thing that i belive! belive me girl! im soppourt u!
0	awww, that really sucks. i am sry
0	sayin a prayer for my mommy who is goin into surgery. i hope she will b alrite
0	.im said no one is responding to me twitter is not very ing
0	huh so weird, i hope you figure out what happens and gets it fixed!
